<urn:uuid:d8e63f83-f363-4c39-9723-1c64b0ff91c5>	accept
<urn:uuid:3571e8ea-6236-4256-a71a-c8dfa1b80e2e>	accept
<urn:uuid:29dec73a-052b-4174-b74b-5eda180cd90b>	accept
<urn:uuid:f9b2b0ac-c15a-4f74-89bf-9287f42adfa2>	accept
<urn:uuid:fd7ece47-7592-4fab-9946-aa1c8a2f144a>	accept
<urn:uuid:e2949db6-2b35-4d71-9858-213d3a125368>	accept
<urn:uuid:14ea50cc-7bac-4fc8-9c99-e1640b503689>	accept
<urn:uuid:0ef83b3b-0ced-4afd-a33a-c87a0c692400>	accept
<urn:uuid:efa20e44-1fe8-43ff-bead-cbbc714d4490>	reject
<urn:uuid:f7662fe0-872f-452c-8327-efd9d900645e>	accept
<urn:uuid:bda33394-0572-4f14-9810-324d2edce262>	accept
<urn:uuid:dd911417-2299-4a97-a2c9-d4e1e9e4bd75>	accept
<urn:uuid:804c08d4-aa1d-41c7-b7b7-4348dfc97df9>	accept
<urn:uuid:d9e784ba-4484-485b-894c-ba44873cb255>	accept
<urn:uuid:582e1c83-99c1-4a2f-9654-f2bcf9b765bc>	accept
<urn:uuid:606b09a1-a403-4221-83bc-de5a55b7faa4>	accept
<urn:uuid:32917a32-abb6-430a-8408-8070ad7ee1f0>	accept
<urn:uuid:63aaae8d-e8ac-4483-9915-b6ceefd30702>	accept
<urn:uuid:2ad348a0-36d1-48c8-a2fc-c0e5c4324d26>	accept
<urn:uuid:06183e3f-a609-432a-a33b-9a284c9affec>	accept
<urn:uuid:f05cb2d8-e478-43ed-a97c-6e79b222fcb8>	accept
<urn:uuid:d0078a22-58c4-46ad-80e9-7141d5730e16>	accept
<urn:uuid:a0a97d00-7ee2-45dc-8f56-73d7a5f590e1>	accept
<urn:uuid:92f506ed-0f9f-43d0-896f-49a171b41f94>	accept
<urn:uuid:5f9ee393-b3b5-45df-8e96-9f373c4cecf4>	accept
<urn:uuid:7695d3ff-d130-4f1d-906e-5f1825be4a0b>	accept
<urn:uuid:26b43dee-196e-47ed-b549-c4bcce49c5af>	accept
<urn:uuid:0a8de0b2-d612-4850-b782-2ed700b9141e>	accept
<urn:uuid:0bb6f57a-6553-4bf8-8c26-c59871446562>	reject
<urn:uuid:b24d5185-bb15-4c4e-8b23-6fbdb1e8c12b>	reject
<urn:uuid:d624bacd-af4e-4fa5-9c89-a9c6b3eb8f05>	accept
<urn:uuid:cd72a0ad-14e8-4a29-8600-25f2220dddf1>	accept
<urn:uuid:633114ad-b1c8-4573-a3ab-3480ac0cc544>	accept
<urn:uuid:edee5fed-471a-4134-a2c4-fcd38068c604>	accept
<urn:uuid:b4d0b211-2ddc-4144-ba3d-f146afbe7fa5>	accept
<urn:uuid:a1f3459b-6b7d-413e-941b-f8db270b4ba4>	accept
<urn:uuid:54a03591-520e-4f06-b50d-672e06fad087>	accept
<urn:uuid:700ed3d6-63ff-4ad3-96ed-a0502a4a4235>	accept
<urn:uuid:0d180357-cf07-416f-bd12-eca0ea809971>	accept
<urn:uuid:ab84d833-19b2-4adf-9a32-268c6b870141>	accept
<urn:uuid:aa6dc91d-48b3-4d9e-8bc3-0cde0a598189>	accept
<urn:uuid:7e4c0a91-f675-48dd-94a1-23c4bb2d243f>	accept
<urn:uuid:723e0062-b6dc-49cd-9177-704de576ed53>	accept
<urn:uuid:89820e7a-6a88-4330-b131-428bf5e1acb4>	accept
<urn:uuid:29f9fd7b-87b8-4bff-b671-877c2de2f95f>	accept
<urn:uuid:e0db0dff-ad1f-4989-9c20-bdc972e6ea7b>	accept
<urn:uuid:296a9618-64a6-4e42-a7a3-189e3f122e37>	accept
<urn:uuid:011cdfb7-eb16-4bf2-99c9-5000297a4900>	accept
<urn:uuid:bd0ccdd4-1139-44f3-b02d-af8eb18d9308>	accept
<urn:uuid:1d9de29f-6759-41bb-a1e8-883cd5e6ac7d>	accept
<urn:uuid:48cb40e7-3dd9-48fd-9d8d-9ed039de6cba>	accept
<urn:uuid:783747ed-4ff2-4b74-b2c8-d6cde2f1eeaa>	accept
<urn:uuid:aa06a4a9-ca7d-4cba-a645-026a02702233>	accept
<urn:uuid:46ffacbf-bfbf-4c36-8cdb-4b4be20d7197>	accept
<urn:uuid:0b94b156-27ce-4f7b-9425-48b01258d6f4>	accept
<urn:uuid:24d9d7ee-95c4-498e-a66b-be1de8b6a30c>	accept
<urn:uuid:f98d7a39-247e-496a-b969-b5642f8e57b5>	accept
<urn:uuid:3a11d050-79c0-4001-82df-7a26cbe55e98>	accept
<urn:uuid:eba1177d-31ba-45d4-9c7b-d3fba3cec6cb>	accept
<urn:uuid:eba56a17-5c8b-49d7-b0f2-48df735a46a1>	accept
<urn:uuid:6d837a90-0eca-4ce2-bc92-935da550fdd0>	accept
<urn:uuid:d956c91b-4c1b-4886-bce5-7a7bb56cbf22>	accept
<urn:uuid:9aaf65f9-cb94-4dba-b7f9-f7f78092cb15>	accept
<urn:uuid:34b03d3d-f4da-4919-94f5-e4e5b84c038a>	accept
<urn:uuid:ae5fde71-066e-4ffb-b00f-92f7b08c46d9>	accept
<urn:uuid:528e9e7f-a4b6-4a8c-8a2f-f0601ec1e7c7>	accept
<urn:uuid:b4b33d15-1d39-47fe-8ea9-bf34879c8b00>	accept
<urn:uuid:68ad73ff-9ef2-485f-a427-622a2af49376>	accept
<urn:uuid:3eab8648-16e7-4369-b970-131e0a081974>	accept
<urn:uuid:044e095f-15fd-4958-be6d-209315f107a2>	accept
<urn:uuid:e7b8a6c2-7393-4cdc-8bd3-522b21f94c12>	accept
<urn:uuid:420dc395-7e4a-40b8-bd09-32ea2643ab37>	accept
<urn:uuid:0ec3a1c6-c488-49c4-a849-17f90bdba0c4>	accept
<urn:uuid:4e8ec251-9200-477d-ba09-e5f00f94bd5f>	accept
<urn:uuid:6bfe6f70-ba0d-44fc-b5f0-a241cf1016a3>	accept
<urn:uuid:00b42d2b-4e7d-4fa3-9574-dcf26ea27076>	accept
<urn:uuid:e3f6792e-228a-4e90-ba0b-998ab779d837>	accept
<urn:uuid:855aab72-4738-43f5-b8a0-1b05842f2f83>	accept
<urn:uuid:3b41d03b-2b64-4a5c-a473-b27a2e6a054e>	accept
<urn:uuid:5fc5c312-28f3-4f55-9e1a-77fc500cc4ac>	accept
<urn:uuid:722ed141-aafe-4595-bcd3-478e38e6b43a>	accept
<urn:uuid:eb7f3676-cd20-45db-951b-37954ed97c45>	accept
<urn:uuid:3142bdd3-80b9-41ee-9515-ae988430b882>	accept
<urn:uuid:64951057-718c-4e07-af23-5c8b3fed708e>	accept
<urn:uuid:a8b73d69-01f6-441a-af4b-e99d1902da3b>	reject
<urn:uuid:b303709c-a799-45ea-8acd-581a8b43ff73>	accept
<urn:uuid:01622261-9caf-4cd9-9f20-956bff9322be>	accept
<urn:uuid:b19b9d19-0784-444e-b9cc-9a06aac43c18>	accept
<urn:uuid:05569622-0c32-4f5e-85b6-ee9fc4e66a3d>	accept
<urn:uuid:03e18af4-171c-459e-af8b-102d7eafa09b>	accept
<urn:uuid:c42ea7d2-e3c4-4033-aff3-152c1d7c8bd0>	reject
<urn:uuid:b1d8744a-aeaf-4924-9f5f-f187031927d5>	reject
<urn:uuid:bf9367c1-274f-4870-96f5-76b6518d9f29>	accept
<urn:uuid:4d2f2ea8-c0cc-473e-b07a-57fdf00d5782>	accept
<urn:uuid:7247602a-da56-4b26-b702-5a3b5cb77a6c>	accept
<urn:uuid:53fc73f5-a38e-4a93-841a-d42b96ddc027>	accept
<urn:uuid:22de25db-26b6-45c5-bb74-dbdfd54f0f9e>	accept
<urn:uuid:1308985a-6bba-4442-85f3-f7979d6bd529>	accept
<urn:uuid:daf3f275-e686-4f70-b0a4-98e3d19b8313>	accept
<urn:uuid:0d5c487b-7926-4ee5-ae1e-4d881aa22c3e>	accept
<urn:uuid:8d7984fc-d563-4158-9658-2c8e31d2bfd7>	accept
<urn:uuid:c48880a9-5aba-4c8b-b490-1b87fb6f8c83>	accept
<urn:uuid:7c93b688-e94e-4fc4-a22a-33af83882ea4>	reject
<urn:uuid:2d12e524-19c2-46ef-a97d-be45131d7b47>	accept
<urn:uuid:87612dd8-1521-454b-ae5f-9362e3d7189a>	accept
<urn:uuid:18fa99b6-e925-4023-8e3d-13e6a6b46b1e>	reject
<urn:uuid:295b8fbc-0d25-45d8-8cf7-e5c6e59d8584>	accept
<urn:uuid:42947a88-cca0-4ac6-aefc-6905fc321756>	accept
<urn:uuid:6e7f066f-254f-4b2a-af4f-b70de4d04aa4>	accept
<urn:uuid:95fa2a08-6f2e-421b-be59-9debcb2c4153>	accept
<urn:uuid:5fdf101b-b751-4442-8720-840e82de83e9>	accept
<urn:uuid:452eca90-b44f-4489-b6de-171dfe90f797>	accept
<urn:uuid:92275059-3ac8-491f-a164-adb4fa1a2e36>	accept
<urn:uuid:84cfec2b-a608-4df5-9532-dd1cab08dbe9>	accept
<urn:uuid:b1c6e1ce-aef6-405a-b68c-a0339a821d6b>	accept
<urn:uuid:f528f1a2-66a1-48ce-a34e-74c7023c75a8>	accept
<urn:uuid:c9e21275-a7f5-49a1-82a7-bd87bbb4476a>	accept
<urn:uuid:f692094d-793e-4045-945b-ea84f380207a>	accept
<urn:uuid:dbe4b64a-57a0-43e4-9ad2-01381a6b9a41>	accept
<urn:uuid:1457fd3b-df63-48a9-8060-fd9d82f9d93f>	accept
<urn:uuid:19e7f974-320c-4269-940e-e9b07f49ac2c>	accept
<urn:uuid:197b8829-d839-4933-b0b0-5b5dd35b93de>	accept
<urn:uuid:8e06ebc8-c162-4797-9d41-3261a1281c38>	accept
<urn:uuid:7d952715-0903-4558-812f-43d4382b9b88>	accept
<urn:uuid:8338aae4-5eaa-4614-b2e5-a38690f4cc02>	accept
<urn:uuid:bf5ed851-b74b-4a6a-8a18-0d28d339f235>	accept
<urn:uuid:2be32e0d-3a54-4d6a-baa7-72e781837875>	accept
<urn:uuid:a64939df-dbf2-48b2-aa98-ec03097e1d5b>	accept
<urn:uuid:36d893ed-4548-4746-9c95-7dfe2266b090>	accept
<urn:uuid:3a0ab659-2c1f-4fc3-929d-d3ae54cd06e0>	accept
<urn:uuid:500b4a45-0f69-4732-a6f9-61530094106b>	accept
<urn:uuid:dae70ba8-87ba-4160-b22e-2ab063a72ee0>	accept
<urn:uuid:5a5fce59-4208-40cf-bd6c-c8a0bddf96bd>	accept
<urn:uuid:ab0fc296-04b6-4089-b4c7-79ff6cba432e>	accept
<urn:uuid:9f3b0fc3-a9ff-4561-9066-06abe9ad6266>	accept
<urn:uuid:79b5c150-b2c6-4187-936e-8d5ade820e61>	accept
<urn:uuid:c6744177-c29a-4ff2-a42c-2142a807438f>	accept
<urn:uuid:854c770c-df60-4aa8-9ea8-bf1e7cbb559e>	accept
<urn:uuid:da3f5250-1896-461a-bb01-6359c1c6b6b1>	accept
<urn:uuid:72af43a3-caca-4b99-86b2-4e682bb72804>	accept
<urn:uuid:e827d876-06bd-46a9-8e79-b482cd3b4bdd>	accept
<urn:uuid:3edd0fa1-2b96-43f7-840c-1571f72a1e01>	accept
<urn:uuid:e19e8803-ccfa-422e-b24c-2c7cdae930a7>	accept
<urn:uuid:edc0a476-3593-4651-ace8-5761ca168a8d>	accept
<urn:uuid:6d8221fa-5378-41ea-91b8-fce4a7cf84ca>	accept
<urn:uuid:25cf33e0-c549-4d56-aa63-5354ca7c2226>	accept
<urn:uuid:8e36d2f3-713e-4452-9128-db2c568fc125>	accept
<urn:uuid:12a3ec17-09c7-4541-8aca-917d5e6c6e4f>	accept
<urn:uuid:7cf8e3f8-b74c-4f69-bf18-32bc9612180c>	accept
<urn:uuid:e16e1119-01a6-45e4-bcd1-1cd25feacaed>	accept
<urn:uuid:a9742ba9-edd3-4aea-aa15-2612a5e58506>	accept
<urn:uuid:dddfe716-128e-49b8-9b50-cf8700e7b4b4>	accept
<urn:uuid:9e63ccb5-28d4-4559-a6c4-be8bd8da74c5>	accept
<urn:uuid:31edfed4-9dd8-46d5-9a15-68979d416a9b>	accept
<urn:uuid:c3ad8fcd-9362-43d0-b190-31686a9a0561>	accept
<urn:uuid:ae81f94f-0c9a-4f7c-b556-c77e812d77e3>	accept
<urn:uuid:c1d04494-0d43-43a7-9f9e-b744b37c6451>	reject
<urn:uuid:59669d21-7bef-4f48-8d30-0847d6d30668>	accept
<urn:uuid:046a14b8-9c83-432b-9953-5f1095454b9d>	accept
<urn:uuid:4d79a4d2-5f11-407d-8034-66852c21f03c>	accept
<urn:uuid:b9aee420-6d02-43fa-9ba0-82144bc64cdd>	accept
<urn:uuid:7f4ce37d-51c8-43f1-967f-251473af9880>	accept
<urn:uuid:e427a637-7622-43d9-af79-6a35a82b20b9>	reject
<urn:uuid:bd77c02e-d4ac-4077-8af5-bf967cc88d32>	accept
<urn:uuid:f0614439-2210-4198-b316-fba0fae332e4>	accept
<urn:uuid:57c5817f-4973-4d2a-b6e9-e9c20fa9974e>	accept
<urn:uuid:375e7efa-8cc3-41dc-8ede-206cbb1a420a>	accept
<urn:uuid:50abdbe6-ab62-4832-943e-bfc8539fd41a>	accept
<urn:uuid:88cb501b-fa4f-4ffb-ac97-d092eacd3108>	accept
<urn:uuid:9939ddd6-263a-49b4-b76b-6840089b2073>	accept
<urn:uuid:95e6f7ba-9d0c-42a1-805a-38e7e318d9f7>	accept
<urn:uuid:b0e84215-c4e0-4847-b0db-753ea2f6421f>	accept
<urn:uuid:583dacf4-f62a-40d6-b57c-71d2d0884772>	accept
<urn:uuid:5f9eb920-b4e5-4115-9fba-61a8dd4a43fa>	accept
<urn:uuid:5e3286c8-1bb2-48df-8ea4-186389673379>	accept
<urn:uuid:ddb4df21-db8e-45c7-9053-570a22b33c0c>	accept
<urn:uuid:9c713c0a-ceac-4112-830d-c75b4acbe040>	accept
<urn:uuid:ce8e2788-b9c7-407a-816a-a043063ec0f1>	accept
<urn:uuid:760a4e47-a300-465d-8df4-4001832ab5d9>	reject
<urn:uuid:91b5995a-cc40-4e10-b586-af6e3b0a7ef1>	accept
<urn:uuid:b777604f-2766-469c-9710-5c829f04bd83>	accept
<urn:uuid:f1d626f6-cab1-4700-88b6-a888ee664371>	accept
<urn:uuid:b5bfa70d-c4f0-4218-8f89-f65d3993d15a>	accept
<urn:uuid:a882aa69-8391-42af-a20b-db5ba4c54e0b>	reject
<urn:uuid:104c2fac-634c-4ab5-b11f-f38253338393>	accept
<urn:uuid:ff9be196-fe7b-4dc6-9d5d-1461e20233e2>	reject
<urn:uuid:6fbaa5e3-5f31-46cb-8888-900fe3aa0b8e>	accept
<urn:uuid:eb4d9e69-39a3-474e-b7d9-f293e12a2417>	accept
<urn:uuid:c2d4c783-eb53-45c6-b8ce-9ce0166833da>	accept
<urn:uuid:073c3c6c-4952-44ab-830b-e5892090b4be>	accept
<urn:uuid:7c59a9b1-7d80-45f3-ad68-1eba8d9672ec>	accept
<urn:uuid:00b1b343-c8ff-480a-9747-ba0bd7113903>	accept
<urn:uuid:1fbcafe5-d4e6-4901-9823-9fe4f5fa9eb5>	reject
<urn:uuid:179d675a-9a7d-46e2-8a29-04204bd652fa>	accept
<urn:uuid:65783da8-c20d-4082-94f6-cda6beac476f>	reject
<urn:uuid:f190e721-ddc8-4c1c-b40d-48f4c97ba0e2>	accept
<urn:uuid:a292c5f3-2a4f-4d08-a02e-80680bf7fd91>	accept
<urn:uuid:99727843-9c61-4871-9f47-2e2e72773b49>	accept
<urn:uuid:4070a4b3-5053-4dbb-886d-2cffefac8fdc>	accept
<urn:uuid:d403ef30-f4ee-4b1c-aba7-fe842cbbacd0>	accept
<urn:uuid:85fb1565-3e29-49c1-9653-a2aba01831eb>	accept
<urn:uuid:0e866b8a-047c-4ad4-8260-f03b8de6dfee>	accept
<urn:uuid:b1777e06-5a09-41ef-846c-fdae2ed798ab>	accept
<urn:uuid:c18b2ca7-b4c4-41c9-a7f9-95ed624ff19d>	accept
<urn:uuid:c02f2cb9-eb54-467e-b00c-e62e2e2c573d>	accept
<urn:uuid:144289d0-c0bc-481d-8b91-05f7db87b840>	accept
<urn:uuid:8f3e3b5f-e197-4b15-9d19-88e8526cf352>	reject
<urn:uuid:469825c0-2d13-41f0-8474-5e7bf925f75a>	accept
<urn:uuid:515fc612-bac2-4a7a-b9a2-5c0eadda21b9>	accept
<urn:uuid:8a7c3d07-ffff-475d-be8d-a7862f596221>	accept
<urn:uuid:f7abc10b-495d-4b38-b091-8a3b05469215>	accept
<urn:uuid:ee056f76-a509-49d6-b839-2d2ca65df40b>	accept
<urn:uuid:798a0db2-f827-4983-b173-49df4fd8fe7f>	accept
<urn:uuid:d4089536-f5b2-4da0-bd95-cb8a90aca472>	accept
<urn:uuid:96e448d3-d9d8-4f99-80c0-c19315a743ad>	accept
<urn:uuid:9a8a730e-ced6-4eca-9d54-c8a93c8956c5>	accept
<urn:uuid:734e0aea-65d2-415b-9589-c1abda8068e5>	accept
<urn:uuid:b6c05fbb-db55-4653-a757-b1982e1c7e71>	accept
<urn:uuid:269c1d4c-4506-476f-9fbb-cac720ebe0d6>	accept
<urn:uuid:eeac1c24-db1f-4fcc-aa7e-05f47f693587>	accept
<urn:uuid:c017f964-83d1-4a3a-a84e-22f32ae46b96>	accept
<urn:uuid:4958af36-7069-4d37-b6ec-99fd1f8bf4b5>	accept
<urn:uuid:8c36851d-1d53-4ccb-b9d0-4a6440740712>	accept
<urn:uuid:3f7f488e-2290-4449-9de9-38e0b47c0f59>	accept
<urn:uuid:dd51e068-30d4-44b0-8d90-2fc27ee3c318>	accept
<urn:uuid:20c9f341-4f57-4dfb-bbf8-e3fa45274446>	accept
<urn:uuid:22b9e9f8-0030-4150-83e9-3944f42daea0>	accept
<urn:uuid:8b54e16d-6573-49cf-8fd6-fbd66c9746cd>	accept
<urn:uuid:8a2b9e9e-af32-4155-92cf-300388671e74>	accept
<urn:uuid:d39a56b6-8273-4e60-bd4a-d3fc2e7533e8>	accept
<urn:uuid:234248f2-492d-4469-a552-f1b4665f87bb>	accept
<urn:uuid:b052cc68-8f2b-4120-9a73-71e2451c98e5>	accept
<urn:uuid:3ddcee7d-a10e-4c40-baa1-19ead66a70fb>	accept
<urn:uuid:86c860b9-c613-44d6-8cf6-1b384c567766>	accept
<urn:uuid:72fc3dba-ad5a-4659-9c85-5cd7da6ea869>	accept
<urn:uuid:660e65b6-e220-4646-b171-c485c3d73397>	accept
<urn:uuid:9698c322-5464-47e8-bba6-9263143a5b08>	accept
<urn:uuid:d1d2281d-87ad-485c-91ea-6a302b5f3310>	accept
<urn:uuid:dce49ca7-1771-4801-b386-ce6ea6c7c1c0>	reject
<urn:uuid:7616b7af-e58d-40e9-9235-450a1715009d>	accept
<urn:uuid:00f57066-325e-409f-bfbf-092bc2fa66a5>	accept
<urn:uuid:85c33e9e-3252-4e3f-b25f-5898429deecb>	accept
<urn:uuid:74c89ef8-48c5-4688-a6cb-7b82bb42febf>	accept
<urn:uuid:3ed2f591-d0e6-47a1-afb6-bc14d67a655a>	accept
<urn:uuid:2fdd235e-20b0-4dac-b0f6-5c72a08e43e2>	accept
<urn:uuid:cd231236-4ebf-4635-b5b3-0e92aed7a231>	accept
<urn:uuid:379d2d8d-7701-4ec5-9d26-b045f038526d>	accept
<urn:uuid:d48201b6-1a5a-40d3-8343-152de199b2fe>	accept
<urn:uuid:52119699-0126-4b8f-b1f2-efd807626f68>	accept
<urn:uuid:47c9e6c6-5e76-4b08-b2b3-5ac6430f2fc9>	accept
<urn:uuid:43b94553-31f0-4125-be5b-5fd63bd318c4>	accept
<urn:uuid:6873159e-bb7c-442b-a260-f2ba1e1a3526>	accept
<urn:uuid:ef8c7fa0-42f3-4648-a6b9-c12e2d4fc989>	accept
<urn:uuid:a7834792-9e38-4fed-be78-959c793ca9e9>	accept
<urn:uuid:ee359e17-461c-48f7-a50f-2e44be768560>	accept
<urn:uuid:d86cdcbf-3453-4dc4-9008-80672729c07d>	accept
<urn:uuid:6e9ac545-dc9f-4362-bb65-724da05f3567>	accept
<urn:uuid:77776fcf-938a-41b7-b12a-1fc0811a67d5>	accept
<urn:uuid:7209c4e6-cb11-4849-b587-c614e31d4001>	accept
<urn:uuid:ed54c702-545f-41b5-a9f8-efbc68b0d83c>	accept
<urn:uuid:b4420633-ea60-46de-b89e-549dbf7a8235>	accept
<urn:uuid:6fde8ff5-b65a-4de1-96c1-fa601e75b898>	accept
<urn:uuid:ad86b026-5a6c-403c-a7b2-0385f7c7ff86>	accept
<urn:uuid:7834ea80-2b0c-4b7d-ab93-5db5e67ab465>	accept
<urn:uuid:7261b5c3-d508-4f97-a6f1-6b0f42418c27>	accept
<urn:uuid:5dfbd067-38aa-4b13-aaf3-2c4d7c4a7830>	accept
<urn:uuid:ec3a5b92-d9f7-44c5-b1d6-b8723edb4cf8>	accept
<urn:uuid:6e9f7070-bf38-4b0d-a4ad-8ff362ddf8bf>	accept
<urn:uuid:6b77302b-98e7-4d2b-933d-b627beced349>	accept
<urn:uuid:d7d15fd8-e11e-44ef-8772-970a3d62cf5d>	accept
<urn:uuid:254daa76-ecd5-4db2-be7c-87eaa46d7b5f>	accept
<urn:uuid:2a94c192-92e8-40d1-ac26-d2081951dcc5>	accept
<urn:uuid:c19c58ab-b3cc-4eea-8015-fbd57d28886d>	accept
<urn:uuid:04ace4ee-8e4a-43c2-be2d-5219d0d25186>	accept
<urn:uuid:6a94af19-72c8-4bbf-8983-eaa17c4f236b>	accept
<urn:uuid:16c4786c-b724-4fe3-819f-0bc5c31c41e5>	accept
<urn:uuid:4d3fc946-ab76-4e13-bdf3-4844fffbad60>	accept
<urn:uuid:129c23f8-2058-436a-83b2-00227493b13c>	accept
<urn:uuid:ce346bf9-4a68-46ca-baa4-7b2896ac1396>	accept
<urn:uuid:9d47dbba-9ed7-4bf7-a41d-9648983bceb2>	accept
<urn:uuid:d3e670e2-1731-463e-86de-ca32d66ec75c>	accept
<urn:uuid:29a9fa46-d327-4729-8475-41e82f0f187c>	accept
<urn:uuid:bf97b34a-83a6-4f05-902e-2b799bd84e30>	accept
<urn:uuid:9c5f61ab-a50d-4787-bc47-169525785521>	accept
<urn:uuid:e77a44ed-5cb1-4b87-9768-6e82ac885ea2>	accept
<urn:uuid:818ac787-3f42-46c3-aff2-956d003d8c41>	accept
<urn:uuid:310b14fe-78c4-4665-9ab1-fb478de34945>	accept
<urn:uuid:779a02d0-25f1-463a-a28c-d8e0fc8ab86d>	accept
<urn:uuid:51a0fc2f-e9e5-4f2c-b9b6-a511238e7263>	accept
<urn:uuid:992886ee-35e1-4466-bced-74961971b67e>	accept
<urn:uuid:9150ba62-56d7-4638-ad18-56a30ff2fd29>	accept
<urn:uuid:953abdbc-6294-43d0-801f-0774f1b08d5f>	accept
<urn:uuid:9ff58127-4cd1-4d6f-97f5-5a626307a2ab>	accept
<urn:uuid:a19a4cc2-f3b4-4b3d-a31f-8ed7924c9609>	accept
<urn:uuid:3879c215-fd06-41c5-925b-a2b66e600a9a>	accept
<urn:uuid:31f97592-53cd-4c07-a1a9-192d9d3d327e>	accept
<urn:uuid:c9ea262c-96e4-4f3e-a2d7-7e153c31742e>	accept
<urn:uuid:a5add0b7-68b0-4d0d-8c33-79c7f0e38cd9>	accept
<urn:uuid:672c8caf-5c7f-4ba4-8b62-f229df4e2dc3>	accept
<urn:uuid:b5fda99e-fa03-4fd3-b60f-d214057c8417>	accept
<urn:uuid:3bec0115-3c0e-40f0-b67b-7ced778c3a37>	accept
<urn:uuid:7ef1b666-c9ef-4f77-9281-ec77b43592ab>	accept
<urn:uuid:56774c0a-a657-4e2d-ac88-ae703bf2f29d>	accept
<urn:uuid:64354926-516a-414e-8407-1037fb2ce730>	accept
<urn:uuid:a8119288-9683-4c5c-bb70-05604dcbd7dc>	accept
<urn:uuid:aee9351d-2cb0-43c8-9d00-134e3a4147ae>	accept
<urn:uuid:18dbd827-ea81-4243-8d9d-f4a35cd3d3ea>	accept
<urn:uuid:7876f39c-e903-4885-8da2-9f133f6c41a5>	accept
<urn:uuid:7a14fbef-faf5-475a-96fd-3e659bdb1a4a>	accept
<urn:uuid:de30035f-1229-4e2f-96b4-6bf7d6b3c43a>	accept
<urn:uuid:cd6ffab6-e06a-42b3-b55a-704b25df7f27>	accept
<urn:uuid:ba04177b-c980-4667-9067-12c6af88e05c>	accept
<urn:uuid:a00db377-3865-4e60-98f4-e30365eb7d44>	accept
<urn:uuid:30e2f711-b86a-48dc-b9d0-615fbe2f6466>	accept
<urn:uuid:5766068b-f641-403d-bbee-8886a1324423>	accept
<urn:uuid:2ad88e0f-3806-444f-b037-5f5df16f8bde>	accept
